user_id,signup_date,signup_month,acquisition_channel,city_tier,device_os,age_bracket
111021,2026-02-17,2026-02,partner_bank,Tier 1,iOS,35-44
111022,2026-02-11,2026-02,paid_ads,Tier 3,Android,18-24
111023,2026-02-07,2026-02,referral,Tier 1,Android,25-34
111024,2026-02-08,2026-02,referral,Tier 3,iOS,25-34
111025,2026-02-04,2026-02,referral,Tier 1,Android,55+
111026,2026-02-22,2026-02,paid_ads,Tier 1,iOS,25-34
111027,2026-02-12,2026-02,organic,Tier 3,Android,35-44
111028,2026-02-08,2026-02,paid_ads,Tier 2,Android,55+
111029,2026-02-07,2026-02,referral,Tier 1,Android,25-34
111030,2026-02-20,2026-02,organic,Tier 2,Android,18-24
111031,2026-02-07,2026-02,organic,Tier 1,Android,18-24
111032,2026-02-15,2026-02,partner_bank,Tier 1,Android,25-34
111033,2026-02-17,2026-02,partner_bank,Tier 1,Android,25-34
111034,2026-02-20,2026-02,organic,Tier 1,Android,25-34
111035,2026-02-07,2026-02,organic,Tier 1,Android,25-34
111036,2026-02-15,2026-02,paid_ads,Tier 2,iOS,25-34
111037,2026-02-07,2026-02,paid_ads,Tier 3,Android,25-34
111038,2026-02-21,2026-02,referral,Tier 2,iOS,25-34
111039,2026-02-01,2026-02,partner_bank,Tier 2,Android,35-44
111040,2026-02-11,2026-02,partner_bank,Tier 1,Android,25-34
111041,2026-02-10,2026-02,organic,Tier 3,Android,35-44
111042,2026-02-19,2026-02,organic,Tier 1,Android,25-34
111043,2026-02-05,2026-02,organic,Tier 1,iOS,25-34
111044,2026-02-03,2026-02,partner_bank,Tier 3,Android,25-34
111045,2026-02-18,2026-02,referral,Tier 2,Android,45-54
111046,2026-02-07,2026-02,partner_bank,Tier 1,Android,35-44
111047,2026-02-07,2026-02,paid_ads,Tier 2,iOS,25-34
111048,2026-02-03,2026-02,paid_ads,Tier 1,Android,18-24
111049,2026-02-20,2026-02,organic,Tier 1,iOS,25-34
111050,2026-02-12,2026-02,organic,Tier 2,Android,55+
111051,2026-02-13,2026-02,partner_bank,Tier 3,Android,35-44
111052,2026-02-19,2026-02,referral,Tier 3,Android,25-34
111053,2026-02-17,2026-02,partner_bank,Tier 2,iOS,18-24
111054,2026-02-09,2026-02,organic,Tier 1,Android,18-24
111055,2026-02-04,2026-02,referral,Tier 2,Android,35-44
111056,2026-02-13,2026-02,referral,Tier 3,Android,25-34
111057,2026-02-12,2026-02,organic,Tier 2,Android,25-34
111058,2026-02-02,2026-02,referral,Tier 1,Android,25-34
111059,2026-02-19,2026-02,partner_bank,Tier 3,Android,45-54
111060,2026-02-07,2026-02,referral,Tier 3,Android,25-34
111061,2026-02-08,2026-02,referral,Tier 1,Android,18-24
111062,2026-02-10,2026-02,paid_ads,Tier 2,Android,25-34
111063,2026-02-20,2026-02,paid_ads,Tier 3,Android,35-44
111064,2026-02-04,2026-02,paid_ads,Tier 1,iOS,25-34
111065,2026-02-07,2026-02,referral,Tier 3,Android,35-44
111066,2026-02-10,2026-02,referral,Tier 1,Android,35-44
111067,2026-02-25,2026-02,referral,Tier 2,Android,25-34
111068,2026-02-08,2026-02,partner_bank,Tier 3,Android,45-54
111069,2026-02-08,2026-02,partner_bank,Tier 3,Android,18-24
111070,2026-02-21,2026-02,referral,Tier 1,Android,35-44
111071,2026-02-13,2026-02,organic,Tier 3,Android,25-34
111072,2026-02-04,2026-02,partner_bank,Tier 2,Android,25-34
111073,2026-02-04,2026-02,organic,Tier 3,Android,25-34
111074,2026-02-12,2026-02,organic,Tier 2,Android,25-34
111075,2026-02-09,2026-02,referral,Tier 3,Android,25-34
111076,2026-02-01,2026-02,paid_ads,Tier 2,Android,35-44
111077,2026-02-09,2026-02,organic,Tier 3,Android,25-34
111078,2026-02-21,2026-02,organic,Tier 2,Android,35-44
111079,2026-02-15,2026-02,paid_ads,Tier 2,Android,18-24
111080,2026-02-11,2026-02,paid_ads,Tier 1,Android,25-34
111081,2026-02-05,2026-02,organic,Tier 1,Android,25-34
111082,2026-02-07,2026-02,organic,Tier 3,Android,35-44
111083,2026-02-26,2026-02,paid_ads,Tier 2,Android,25-34
111084,2026-02-13,2026-02,organic,Tier 2,Android,25-34
111085,2026-02-06,2026-02,organic,Tier 1,Android,45-54
111086,2026-02-14,2026-02,partner_bank,Tier 2,Android,18-24
111087,2026-02-03,2026-02,referral,Tier 2,Android,35-44
111088,2026-02-07,2026-02,referral,Tier 3,iOS,35-44
111089,2026-02-05,2026-02,referral,Tier 1,Android,25-34
111090,2026-02-19,2026-02,paid_ads,Tier 1,Android,25-34
111091,2026-02-14,2026-02,referral,Tier 1,Android,25-34
111092,2026-02-09,2026-02,paid_ads,Tier 1,Android,35-44
111093,2026-02-08,2026-02,paid_ads,Tier 2,Android,45-54
111094,2026-02-18,2026-02,organic,Tier 2,Android,25-34
111095,2026-02-05,2026-02,referral,Tier 2,iOS,25-34
111096,2026-02-03,2026-02,organic,Tier 3,Android,25-34
111097,2026-02-18,2026-02,paid_ads,Tier 3,Android,18-24
111098,2026-02-18,2026-02,paid_ads,Tier 2,Android,18-24
111099,2026-02-05,2026-02,paid_ads,Tier 2,Android,45-54
111100,2026-02-05,2026-02,referral,Tier 2,Android,25-34
111101,2026-02-14,2026-02,referral,Tier 2,Android,18-24
111102,2026-02-04,2026-02,paid_ads,Tier 1,Android,18-24
111103,2026-02-12,2026-02,organic,Tier 1,Android,45-54
111104,2026-02-14,2026-02,partner_bank,Tier 1,Android,18-24
111105,2026-02-12,2026-02,organic,Tier 2,Android,35-44
111106,2026-02-08,2026-02,referral,Tier 1,iOS,35-44
111107,2026-02-17,2026-02,paid_ads,Tier 2,Android,35-44
111108,2026-02-21,2026-02,paid_ads,Tier 3,iOS,25-34
111109,2026-02-14,2026-02,referral,Tier 2,Android,35-44
111110,2026-02-08,2026-02,referral,Tier 1,Android,25-34
111111,2026-02-26,2026-02,referral,Tier 2,iOS,25-34
111112,2026-02-09,2026-02,referral,Tier 2,Android,35-44
111113,2026-02-04,2026-02,referral,Tier 1,Android,35-44
111114,2026-02-04,2026-02,paid_ads,Tier 2,Android,25-34
111115,2026-02-07,2026-02,organic,Tier 1,Android,35-44
111116,2026-02-04,2026-02,paid_ads,Tier 2,iOS,35-44
111117,2026-02-16,2026-02,organic,Tier 2,Android,45-54
111118,2026-02-02,2026-02,paid_ads,Tier 2,Android,35-44
111119,2026-02-08,2026-02,organic,Tier 3,Android,25-34
111120,2026-02-19,2026-02,referral,Tier 1,Android,18-24
111121,2026-02-04,2026-02,organic,Tier 2,Android,25-34
111122,2026-02-11,2026-02,organic,Tier 1,Android,25-34
111123,2026-02-21,2026-02,referral,Tier 3,Android,25-34
111124,2026-02-03,2026-02,referral,Tier 1,Android,35-44
111125,2026-02-07,2026-02,referral,Tier 2,Android,18-24
111126,2026-02-02,2026-02,partner_bank,Tier 2,Android,35-44
111127,2026-02-13,2026-02,organic,Tier 3,Android,25-34
111128,2026-02-08,2026-02,organic,Tier 2,iOS,35-44
111129,2026-02-22,2026-02,referral,Tier 2,Android,18-24
111130,2026-02-13,2026-02,paid_ads,Tier 2,Android,35-44
111131,2026-02-11,2026-02,organic,Tier 2,Android,25-34
111132,2026-02-20,2026-02,organic,Tier 1,Android,25-34
111133,2026-02-04,2026-02,paid_ads,Tier 1,Android,18-24
111134,2026-02-16,2026-02,referral,Tier 1,Android,45-54
111135,2026-02-14,2026-02,partner_bank,Tier 2,Android,18-24
111136,2026-02-13,2026-02,organic,Tier 2,Android,18-24
111137,2026-02-12,2026-02,organic,Tier 3,Android,45-54
111138,2026-02-04,2026-02,referral,Tier 2,Android,35-44
111139,2026-02-17,2026-02,organic,Tier 1,Android,45-54
111140,2026-02-12,2026-02,referral,Tier 2,Android,55+
111141,2026-02-15,2026-02,organic,Tier 2,Android,25-34
111142,2026-02-19,2026-02,referral,Tier 2,Android,35-44
111143,2026-02-10,2026-02,partner_bank,Tier 2,Android,18-24
111144,2026-02-22,2026-02,partner_bank,Tier 2,Android,45-54
111145,2026-02-03,2026-02,organic,Tier 3,Android,35-44
111146,2026-02-01,2026-02,organic,Tier 1,Android,45-54
111147,2026-02-07,2026-02,partner_bank,Tier 3,Android,25-34
111148,2026-02-05,2026-02,referral,Tier 3,Android,35-44
111149,2026-02-10,2026-02,referral,Tier 1,Android,45-54
111150,2026-02-06,2026-02,paid_ads,Tier 3,Android,25-34
111151,2026-02-13,2026-02,organic,Tier 1,Android,25-34
111152,2026-02-22,2026-02,referral,Tier 2,Android,45-54
111153,2026-02-15,2026-02,partner_bank,Tier 1,Android,55+
111154,2026-02-08,2026-02,referral,Tier 1,Android,35-44
111155,2026-02-24,2026-02,paid_ads,Tier 2,Android,25-34
111156,2026-02-15,2026-02,partner_bank,Tier 2,Android,18-24
111157,2026-02-16,2026-02,organic,Tier 1,Android,35-44
111158,2026-02-05,2026-02,partner_bank,Tier 2,Android,35-44
111159,2026-02-13,2026-02,organic,Tier 2,Android,18-24
111160,2026-02-03,2026-02,partner_bank,Tier 1,Android,25-34
111161,2026-02-05,2026-02,organic,Tier 3,Android,18-24
111162,2026-02-02,2026-02,organic,Tier 3,Android,25-34
111163,2026-02-14,2026-02,paid_ads,Tier 1,Android,25-34
111164,2026-02-02,2026-02,partner_bank,Tier 3,Android,18-24
111165,2026-02-09,2026-02,paid_ads,Tier 3,Android,25-34
111166,2026-02-12,2026-02,paid_ads,Tier 2,Android,18-24
111167,2026-02-06,2026-02,partner_bank,Tier 3,Android,35-44
111168,2026-02-07,2026-02,referral,Tier 3,Android,35-44
111169,2026-02-18,2026-02,partner_bank,Tier 3,Android,35-44
111170,2026-02-20,2026-02,organic,Tier 1,Android,45-54
111171,2026-02-18,2026-02,organic,Tier 3,Android,18-24
111172,2026-02-15,2026-02,organic,Tier 1,Android,55+
111173,2026-02-06,2026-02,partner_bank,Tier 2,Android,18-24
111174,2026-02-03,2026-02,organic,Tier 1,Android,25-34
111175,2026-02-09,2026-02,organic,Tier 3,Android,18-24
111176,2026-02-21,2026-02,organic,Tier 3,iOS,45-54
111177,2026-02-05,2026-02,organic,Tier 2,Android,25-34
111178,2026-02-05,2026-02,referral,Tier 2,Android,25-34
111179,2026-02-16,2026-02,organic,Tier 1,Android,25-34
111180,2026-02-11,2026-02,partner_bank,Tier 1,Android,55+
111181,2026-02-08,2026-02,partner_bank,Tier 3,Android,25-34
111182,2026-02-18,2026-02,referral,Tier 2,iOS,25-34
111183,2026-02-11,2026-02,organic,Tier 3,Android,18-24
111184,2026-02-20,2026-02,partner_bank,Tier 3,Android,18-24
111185,2026-02-07,2026-02,referral,Tier 2,Android,45-54
111186,2026-02-09,2026-02,organic,Tier 2,Android,25-34
111187,2026-02-03,2026-02,organic,Tier 1,Android,18-24
111188,2026-02-07,2026-02,organic,Tier 1,Android,35-44
111189,2026-02-04,2026-02,referral,Tier 3,Android,45-54
111190,2026-02-02,2026-02,referral,Tier 3,Android,55+
111191,2026-02-06,2026-02,paid_ads,Tier 1,Android,18-24
111192,2026-02-09,2026-02,referral,Tier 2,Android,25-34
111193,2026-02-05,2026-02,organic,Tier 2,Android,45-54
111194,2026-02-03,2026-02,referral,Tier 2,Android,18-24
111195,2026-02-09,2026-02,paid_ads,Tier 2,Android,25-34
111196,2026-02-04,2026-02,organic,Tier 1,Android,45-54
111197,2026-02-03,2026-02,organic,Tier 2,Android,18-24
111198,2026-02-22,2026-02,paid_ads,Tier 3,Android,35-44
111199,2026-02-09,2026-02,referral,Tier 1,Android,45-54
111200,2026-02-16,2026-02,organic,Tier 2,Android,35-44
111201,2026-02-04,2026-02,referral,Tier 2,Android,45-54
111202,2026-02-09,2026-02,referral,Tier 3,Android,35-44
111203,2026-02-03,2026-02,organic,Tier 3,iOS,35-44
111204,2026-02-08,2026-02,paid_ads,Tier 2,Android,35-44
111205,2026-02-17,2026-02,referral,Tier 2,Android,18-24
111206,2026-02-19,2026-02,organic,Tier 3,Android,25-34
111207,2026-02-10,2026-02,partner_bank,Tier 1,Android,35-44
111208,2026-02-06,2026-02,referral,Tier 2,Android,18-24
111209,2026-02-14,2026-02,partner_bank,Tier 2,Android,25-34
111210,2026-02-12,2026-02,organic,Tier 1,Android,25-34
111211,2026-02-09,2026-02,referral,Tier 3,Android,25-34
111212,2026-02-09,2026-02,paid_ads,Tier 1,Android,35-44
111213,2026-02-09,2026-02,partner_bank,Tier 3,Android,55+
111214,2026-02-07,2026-02,paid_ads,Tier 3,Android,18-24
111215,2026-02-10,2026-02,referral,Tier 2,Android,18-24
111216,2026-02-03,2026-02,paid_ads,Tier 1,Android,35-44
111217,2026-02-11,2026-02,organic,Tier 2,Android,18-24
111218,2026-02-09,2026-02,paid_ads,Tier 3,iOS,25-34
111219,2026-02-08,2026-02,referral,Tier 2,Android,25-34
111220,2026-02-07,2026-02,organic,Tier 1,Android,25-34
111221,2026-02-12,2026-02,organic,Tier 2,Android,35-44
111222,2026-02-09,2026-02,organic,Tier 2,Android,25-34
111223,2026-02-03,2026-02,organic,Tier 2,Android,35-44
111224,2026-02-07,2026-02,organic,Tier 2,Android,35-44
111225,2026-02-03,2026-02,organic,Tier 1,Android,18-24
111226,2026-02-07,2026-02,paid_ads,Tier 1,Android,25-34
111227,2026-02-10,2026-02,referral,Tier 2,Android,18-24
111228,2026-02-08,2026-02,organic,Tier 3,Android,35-44
111229,2026-02-07,2026-02,paid_ads,Tier 3,Android,18-24
111230,2026-02-06,2026-02,organic,Tier 2,Android,45-54
111231,2026-02-07,2026-02,referral,Tier 2,Android,45-54
111232,2026-02-03,2026-02,partner_bank,Tier 2,Android,25-34
111233,2026-02-26,2026-02,paid_ads,Tier 2,Android,45-54
111234,2026-02-11,2026-02,referral,Tier 3,Android,25-34
111235,2026-02-12,2026-02,referral,Tier 2,iOS,25-34
111236,2026-02-04,2026-02,organic,Tier 1,Android,18-24
111237,2026-02-20,2026-02,referral,Tier 2,Android,35-44
111238,2026-02-11,2026-02,organic,Tier 1,Android,25-34
111239,2026-02-08,2026-02,referral,Tier 2,Android,55+
111240,2026-02-14,2026-02,partner_bank,Tier 3,Android,45-54
111241,2026-02-06,2026-02,paid_ads,Tier 2,Android,25-34
111242,2026-02-21,2026-02,referral,Tier 1,Android,25-34
111243,2026-02-04,2026-02,paid_ads,Tier 2,Android,25-34
111244,2026-02-17,2026-02,paid_ads,Tier 1,Android,18-24
111245,2026-02-23,2026-02,referral,Tier 2,iOS,25-34
111246,2026-02-09,2026-02,partner_bank,Tier 1,Android,25-34
111247,2026-02-19,2026-02,referral,Tier 2,Android,18-24
111248,2026-02-03,2026-02,paid_ads,Tier 3,Android,45-54
111249,2026-02-12,2026-02,organic,Tier 1,Android,55+
111250,2026-02-07,2026-02,referral,Tier 2,Android,25-34
111251,2026-02-07,2026-02,organic,Tier 2,Android,35-44
111252,2026-02-09,2026-02,organic,Tier 3,Android,25-34
111253,2026-02-11,2026-02,referral,Tier 3,Android,25-34
111254,2026-02-12,2026-02,partner_bank,Tier 2,Android,35-44
111255,2026-02-06,2026-02,paid_ads,Tier 1,iOS,35-44
111256,2026-02-08,2026-02,organic,Tier 2,iOS,35-44
111257,2026-02-05,2026-02,organic,Tier 2,Android,18-24
111258,2026-02-12,2026-02,organic,Tier 3,Android,25-34
111259,2026-02-03,2026-02,organic,Tier 3,iOS,45-54
111260,2026-02-08,2026-02,organic,Tier 2,iOS,55+
111261,2026-02-24,2026-02,organic,Tier 2,Android,25-34
111262,2026-02-25,2026-02,organic,Tier 2,Android,18-24
111263,2026-02-10,2026-02,organic,Tier 3,Android,25-34
111264,2026-02-05,2026-02,organic,Tier 2,iOS,25-34
111265,2026-02-11,2026-02,partner_bank,Tier 2,Android,35-44
111266,2026-02-09,2026-02,partner_bank,Tier 2,Android,25-34
111267,2026-02-02,2026-02,paid_ads,Tier 1,Android,45-54
111268,2026-02-25,2026-02,organic,Tier 3,Android,55+
111269,2026-02-07,2026-02,organic,Tier 1,iOS,45-54
111270,2026-02-08,2026-02,referral,Tier 3,Android,55+
111271,2026-02-10,2026-02,paid_ads,Tier 2,Android,18-24
111272,2026-02-19,2026-02,paid_ads,Tier 1,Android,25-34
111273,2026-02-16,2026-02,paid_ads,Tier 3,Android,35-44
111274,2026-02-05,2026-02,referral,Tier 3,Android,25-34
111275,2026-02-14,2026-02,partner_bank,Tier 1,Android,55+
111276,2026-02-18,2026-02,paid_ads,Tier 1,Android,18-24
111277,2026-02-14,2026-02,organic,Tier 2,Android,25-34
111278,2026-02-04,2026-02,organic,Tier 2,Android,35-44
111279,2026-02-10,2026-02,referral,Tier 1,Android,25-34
111280,2026-02-17,2026-02,organic,Tier 2,Android,25-34
111281,2026-02-05,2026-02,referral,Tier 2,Android,25-34
111282,2026-02-10,2026-02,referral,Tier 3,Android,35-44
111283,2026-02-13,2026-02,referral,Tier 3,Android,25-34
111284,2026-02-12,2026-02,partner_bank,Tier 1,Android,18-24
111285,2026-02-03,2026-02,organic,Tier 2,iOS,35-44
111286,2026-02-06,2026-02,partner_bank,Tier 2,Android,35-44
111287,2026-02-10,2026-02,organic,Tier 2,Android,25-34
111288,2026-02-05,2026-02,partner_bank,Tier 1,Android,35-44
111289,2026-02-07,2026-02,organic,Tier 2,Android,25-34
111290,2026-02-08,2026-02,referral,Tier 3,Android,18-24
111291,2026-02-02,2026-02,partner_bank,Tier 1,Android,35-44
111292,2026-02-10,2026-02,organic,Tier 1,Android,25-34
111293,2026-02-26,2026-02,paid_ads,Tier 2,Android,55+
111294,2026-02-08,2026-02,referral,Tier 3,Android,55+
111295,2026-02-06,2026-02,referral,Tier 2,Android,25-34
111296,2026-02-05,2026-02,paid_ads,Tier 1,Android,18-24
111297,2026-02-10,2026-02,organic,Tier 3,Android,35-44
111298,2026-02-09,2026-02,paid_ads,Tier 2,Android,35-44
111299,2026-02-18,2026-02,organic,Tier 2,Android,18-24
111300,2026-02-12,2026-02,paid_ads,Tier 1,Android,25-34
111301,2026-02-08,2026-02,referral,Tier 1,Android,25-34
111302,2026-02-08,2026-02,organic,Tier 2,Android,18-24
111303,2026-02-10,2026-02,organic,Tier 3,Android,25-34
111304,2026-02-06,2026-02,referral,Tier 3,Android,18-24
111305,2026-02-08,2026-02,organic,Tier 3,Android,25-34
111306,2026-02-06,2026-02,referral,Tier 2,Android,25-34
111307,2026-02-10,2026-02,partner_bank,Tier 2,Android,25-34
111308,2026-02-10,2026-02,organic,Tier 2,iOS,25-34
111309,2026-02-18,2026-02,referral,Tier 2,Android,35-44
111310,2026-02-05,2026-02,partner_bank,Tier 1,Android,35-44
111311,2026-02-20,2026-02,partner_bank,Tier 3,Android,25-34
111312,2026-02-10,2026-02,organic,Tier 1,Android,25-34
111313,2026-02-14,2026-02,paid_ads,Tier 3,Android,25-34
111314,2026-02-12,2026-02,organic,Tier 3,Android,45-54
111315,2026-02-17,2026-02,paid_ads,Tier 1,Android,18-24
111316,2026-02-13,2026-02,organic,Tier 1,Android,18-24
111317,2026-02-01,2026-02,organic,Tier 2,Android,18-24
111318,2026-02-08,2026-02,referral,Tier 2,Android,18-24
111319,2026-02-21,2026-02,organic,Tier 2,iOS,35-44
111320,2026-02-09,2026-02,referral,Tier 1,Android,55+
111321,2026-02-17,2026-02,organic,Tier 3,Android,35-44
111322,2026-02-18,2026-02,partner_bank,Tier 2,Android,25-34
111323,2026-02-07,2026-02,referral,Tier 2,Android,35-44
111324,2026-02-18,2026-02,paid_ads,Tier 3,Android,25-34
111325,2026-02-07,2026-02,organic,Tier 3,iOS,25-34
111326,2026-02-02,2026-02,partner_bank,Tier 2,Android,25-34
111327,2026-02-13,2026-02,referral,Tier 3,Android,25-34
111328,2026-02-17,2026-02,organic,Tier 3,Android,18-24
111329,2026-02-09,2026-02,referral,Tier 3,Android,45-54
111330,2026-02-04,2026-02,organic,Tier 3,Android,25-34
111331,2026-02-12,2026-02,organic,Tier 1,Android,35-44
111332,2026-02-14,2026-02,organic,Tier 3,Android,18-24
111333,2026-02-13,2026-02,referral,Tier 3,Android,25-34
111334,2026-02-07,2026-02,organic,Tier 2,iOS,35-44
111335,2026-02-07,2026-02,paid_ads,Tier 2,Android,35-44
111336,2026-02-10,2026-02,organic,Tier 2,Android,25-34
111337,2026-02-05,2026-02,organic,Tier 2,iOS,35-44
111338,2026-02-18,2026-02,organic,Tier 1,Android,35-44
111339,2026-02-03,2026-02,referral,Tier 2,Android,18-24
111340,2026-02-09,2026-02,organic,Tier 2,Android,18-24
111341,2026-02-18,2026-02,organic,Tier 2,Android,25-34
111342,2026-02-10,2026-02,organic,Tier 3,Android,25-34
111343,2026-02-15,2026-02,partner_bank,Tier 1,Android,18-24
111344,2026-02-05,2026-02,organic,Tier 3,Android,35-44
111345,2026-02-09,2026-02,organic,Tier 2,Android,25-34
111346,2026-02-14,2026-02,referral,Tier 3,Android,25-34
111347,2026-02-19,2026-02,referral,Tier 1,Android,25-34
111348,2026-02-12,2026-02,organic,Tier 1,iOS,25-34
111349,2026-02-05,2026-02,partner_bank,Tier 2,iOS,18-24
111350,2026-02-04,2026-02,paid_ads,Tier 2,Android,45-54
111351,2026-02-17,2026-02,referral,Tier 2,Android,18-24
111352,2026-02-11,2026-02,referral,Tier 2,Android,18-24
111353,2026-02-05,2026-02,paid_ads,Tier 2,Android,35-44
111354,2026-02-09,2026-02,organic,Tier 3,Android,25-34
111355,2026-02-04,2026-02,partner_bank,Tier 1,Android,35-44
111356,2026-02-03,2026-02,organic,Tier 1,iOS,25-34
111357,2026-02-20,2026-02,referral,Tier 3,Android,45-54
111358,2026-02-10,2026-02,organic,Tier 2,Android,25-34
111359,2026-02-05,2026-02,paid_ads,Tier 2,Android,25-34
111360,2026-02-19,2026-02,paid_ads,Tier 2,Android,18-24
111361,2026-02-27,2026-02,referral,Tier 1,iOS,25-34
111362,2026-02-19,2026-02,organic,Tier 2,Android,18-24
111363,2026-02-15,2026-02,paid_ads,Tier 1,Android,25-34
111364,2026-02-23,2026-02,partner_bank,Tier 1,Android,25-34
111365,2026-02-05,2026-02,organic,Tier 1,Android,18-24
111366,2026-02-19,2026-02,organic,Tier 1,Android,18-24
111367,2026-02-07,2026-02,referral,Tier 3,Android,25-34
111368,2026-02-02,2026-02,paid_ads,Tier 3,Android,35-44
111369,2026-02-02,2026-02,organic,Tier 1,Android,35-44
111370,2026-02-05,2026-02,organic,Tier 2,Android,35-44
111371,2026-02-16,2026-02,referral,Tier 2,Android,25-34
111372,2026-02-19,2026-02,paid_ads,Tier 1,Android,25-34
111373,2026-02-04,2026-02,organic,Tier 1,Android,35-44
111374,2026-02-17,2026-02,referral,Tier 2,Android,25-34
111375,2026-02-15,2026-02,paid_ads,Tier 1,Android,35-44
111376,2026-02-03,2026-02,organic,Tier 3,Android,18-24
111377,2026-02-14,2026-02,organic,Tier 3,Android,25-34
111378,2026-02-02,2026-02,organic,Tier 2,iOS,35-44
111379,2026-02-06,2026-02,paid_ads,Tier 3,Android,25-34
111380,2026-02-10,2026-02,paid_ads,Tier 1,Android,45-54
111381,2026-02-20,2026-02,paid_ads,Tier 2,iOS,18-24
111382,2026-02-03,2026-02,referral,Tier 1,Android,25-34
111383,2026-02-07,2026-02,organic,Tier 2,Android,35-44
111384,2026-02-11,2026-02,referral,Tier 2,Android,35-44
111385,2026-02-15,2026-02,organic,Tier 1,Android,18-24
111386,2026-02-20,2026-02,paid_ads,Tier 2,iOS,18-24
111387,2026-02-09,2026-02,partner_bank,Tier 1,Android,25-34
111388,2026-02-17,2026-02,referral,Tier 1,Android,25-34
111389,2026-02-12,2026-02,referral,Tier 3,Android,25-34
111390,2026-02-05,2026-02,organic,Tier 1,Android,45-54
111391,2026-02-11,2026-02,referral,Tier 1,iOS,25-34
111392,2026-02-06,2026-02,paid_ads,Tier 1,Android,18-24
111393,2026-02-14,2026-02,paid_ads,Tier 2,Android,35-44
111394,2026-02-06,2026-02,partner_bank,Tier 3,Android,25-34
111395,2026-02-06,2026-02,partner_bank,Tier 3,iOS,25-34
111396,2026-02-22,2026-02,referral,Tier 2,iOS,35-44
111397,2026-02-20,2026-02,partner_bank,Tier 2,iOS,45-54
111398,2026-02-09,2026-02,paid_ads,Tier 3,iOS,18-24
111399,2026-02-15,2026-02,referral,Tier 3,Android,35-44
111400,2026-02-24,2026-02,organic,Tier 3,Android,25-34
111401,2026-02-03,2026-02,partner_bank,Tier 1,Android,45-54
111402,2026-02-12,2026-02,partner_bank,Tier 2,Android,25-34
111403,2026-02-06,2026-02,referral,Tier 1,Android,45-54
111404,2026-02-16,2026-02,organic,Tier 2,Android,35-44
111405,2026-02-03,2026-02,organic,Tier 3,Android,25-34
111406,2026-02-16,2026-02,organic,Tier 2,Android,35-44
111407,2026-02-05,2026-02,paid_ads,Tier 3,Android,25-34
111408,2026-02-09,2026-02,referral,Tier 1,Android,25-34
111409,2026-02-17,2026-02,referral,Tier 2,iOS,18-24
111410,2026-02-03,2026-02,organic,Tier 3,Android,18-24
111411,2026-02-21,2026-02,referral,Tier 1,Android,25-34
111412,2026-02-05,2026-02,paid_ads,Tier 1,Android,25-34
111413,2026-02-10,2026-02,partner_bank,Tier 2,Android,25-34
111414,2026-02-14,2026-02,referral,Tier 3,Android,25-34
111415,2026-02-04,2026-02,organic,Tier 2,iOS,18-24
111416,2026-02-12,2026-02,organic,Tier 1,Android,35-44
111417,2026-02-10,2026-02,partner_bank,Tier 2,Android,35-44
111418,2026-02-11,2026-02,partner_bank,Tier 2,Android,45-54
111419,2026-02-13,2026-02,organic,Tier 2,Android,45-54
111420,2026-02-08,2026-02,organic,Tier 1,Android,35-44
111421,2026-02-06,2026-02,paid_ads,Tier 1,Android,35-44
111422,2026-02-05,2026-02,paid_ads,Tier 2,iOS,25-34
111423,2026-02-21,2026-02,paid_ads,Tier 2,Android,35-44
111424,2026-02-08,2026-02,organic,Tier 1,Android,25-34
111425,2026-02-06,2026-02,partner_bank,Tier 3,Android,45-54
111426,2026-02-03,2026-02,referral,Tier 3,Android,35-44
111427,2026-02-15,2026-02,referral,Tier 1,Android,25-34
111428,2026-02-10,2026-02,organic,Tier 2,Android,25-34
111429,2026-02-05,2026-02,organic,Tier 2,Android,35-44
111430,2026-02-19,2026-02,organic,Tier 2,Android,35-44
111431,2026-02-21,2026-02,organic,Tier 2,Android,18-24
111432,2026-02-19,2026-02,partner_bank,Tier 2,Android,25-34
111433,2026-02-11,2026-02,paid_ads,Tier 2,Android,55+
111434,2026-02-07,2026-02,partner_bank,Tier 1,Android,35-44
111435,2026-02-04,2026-02,paid_ads,Tier 2,Android,18-24
111436,2026-02-07,2026-02,organic,Tier 2,Android,25-34
111437,2026-02-12,2026-02,paid_ads,Tier 1,iOS,25-34
111438,2026-02-05,2026-02,referral,Tier 2,Android,55+
111439,2026-02-09,2026-02,partner_bank,Tier 1,Android,55+
111440,2026-02-11,2026-02,referral,Tier 2,Android,18-24
111441,2026-02-14,2026-02,organic,Tier 1,Android,25-34
111442,2026-02-03,2026-02,paid_ads,Tier 2,Android,18-24
111443,2026-02-18,2026-02,paid_ads,Tier 2,iOS,18-24
111444,2026-02-09,2026-02,referral,Tier 2,Android,25-34
111445,2026-02-11,2026-02,organic,Tier 2,Android,35-44
111446,2026-02-21,2026-02,referral,Tier 2,Android,35-44
111447,2026-02-04,2026-02,paid_ads,Tier 3,Android,18-24
111448,2026-02-19,2026-02,organic,Tier 2,Android,25-34
111449,2026-02-16,2026-02,paid_ads,Tier 2,Android,35-44
111450,2026-02-26,2026-02,organic,Tier 3,Android,25-34
111451,2026-02-08,2026-02,organic,Tier 2,Android,25-34
111452,2026-02-04,2026-02,organic,Tier 2,Android,18-24
111453,2026-02-02,2026-02,organic,Tier 2,Android,35-44
111454,2026-02-16,2026-02,organic,Tier 1,Android,25-34
