user_id,recency_days,frequency,monetary_inr,r_score,f_score,m_score,rfm_score,segment
105803,10,7,3514.24,2,2,2,6,Casual / New
105806,21,15,7371.8,2,3,3,8,"At-Risk (was frequent, going quiet)"
105807,5,31,22194.81,3,4,4,11,Power Users
105808,1,29,15642.67,4,4,4,12,Power Users
105810,4,104,58574.79,3,4,4,11,Power Users
105812,37,6,2441.33,1,2,2,5,Dormant / Churned
105813,79,6,4775.71,1,2,3,6,Dormant / Churned
105814,3,111,60874.66,3,4,4,11,Power Users
105816,0,127,76479.41,4,4,4,12,Power Users
105817,22,10,6999.22,2,3,3,8,"At-Risk (was frequent, going quiet)"
105818,31,9,4761.6,1,3,3,7,"At-Risk (was frequent, going quiet)"
105821,114,2,1463.07,1,1,2,4,Dormant / Churned
105823,4,32,24121.7,3,4,4,11,Power Users
105825,87,3,1245.95,1,1,1,3,Dormant / Churned
105826,113,2,408.27,1,1,1,3,Dormant / Churned
105827,25,30,12403.05,2,4,3,9,"At-Risk (was frequent, going quiet)"
105828,5,41,27630.67,3,4,4,11,Power Users
105830,140,2,619.95,1,1,1,3,Dormant / Churned
105832,98,2,535.02,1,1,1,3,Dormant / Churned
105837,2,38,15800.150000000001,3,4,4,11,Power Users
105839,135,2,346.67,1,1,1,3,Dormant / Churned
105840,0,118,73150.84,4,4,4,12,Power Users
105843,0,108,52532.340000000004,4,4,4,12,Power Users
105845,6,32,14577.98,3,4,4,11,Power Users
105848,148,2,1065.98,1,1,1,3,Dormant / Churned
105850,4,29,11133.8,3,4,3,10,Power Users
105852,2,30,17532.28,3,4,4,11,Power Users
105853,37,17,10753.279999999999,1,3,3,7,"At-Risk (was frequent, going quiet)"
105854,3,46,24662.71,3,4,4,11,Power Users
105855,64,6,3598.54,1,2,2,5,Dormant / Churned
105857,6,29,12238.55,3,4,3,10,Power Users
105863,5,45,21992.94,3,4,4,11,Power Users
105865,159,1,44.1,1,1,1,3,Dormant / Churned
105866,98,26,18270.39,1,4,4,9,"At-Risk (was frequent, going quiet)"
105867,152,1,634.1,1,1,1,3,Dormant / Churned
105872,3,54,35841.64,3,4,4,11,Power Users
105873,2,103,56124.11,3,4,4,11,Power Users
105875,1,49,32081.62,4,4,4,12,Power Users
105878,8,9,3081.66,2,3,2,7,"At-Risk (was frequent, going quiet)"
105879,45,3,596.52,1,1,1,3,Dormant / Churned
105881,146,2,2232.7,1,1,2,4,Dormant / Churned
105882,100,21,10075.95,1,3,3,7,"At-Risk (was frequent, going quiet)"
105883,62,2,496.02,1,1,1,3,Dormant / Churned
105884,10,10,5429.84,2,3,3,8,"At-Risk (was frequent, going quiet)"
105886,32,41,27227.41,1,4,4,9,"At-Risk (was frequent, going quiet)"
105887,47,15,11449.49,1,3,3,7,"At-Risk (was frequent, going quiet)"
105893,5,104,60472.59,3,4,4,11,Power Users
105894,6,44,27611.690000000002,3,4,4,11,Power Users
105895,0,46,24569.31,4,4,4,12,Power Users
105898,55,10,4505.66,1,3,3,7,"At-Risk (was frequent, going quiet)"
105899,67,5,1381.39,1,2,2,5,Dormant / Churned
105902,52,25,9951.58,1,3,3,7,"At-Risk (was frequent, going quiet)"
105903,81,3,1876.8300000000002,1,1,2,4,Dormant / Churned
105905,120,2,1155.27,1,1,1,3,Dormant / Churned
105907,0,121,68929.04,4,4,4,12,Power Users
105908,2,39,19752.24,3,4,4,11,Power Users
105909,0,117,51176.97,4,4,4,12,Power Users
105911,165,1,481.23,1,1,1,3,Dormant / Churned
105913,21,98,50110.62,2,4,4,10,"At-Risk (was frequent, going quiet)"
105915,21,14,5988.95,2,3,3,8,"At-Risk (was frequent, going quiet)"
105916,5,15,5955.79,3,3,3,9,Power Users
105918,3,9,4639.91,3,3,3,9,Power Users
105919,53,32,20762.43,1,4,4,9,"At-Risk (was frequent, going quiet)"
105920,1,43,25049.18,4,4,4,12,Power Users
105921,88,9,4690.820000000001,1,3,3,7,"At-Risk (was frequent, going quiet)"
105923,120,2,807.73,1,1,1,3,Dormant / Churned
105925,2,46,23636.25,3,4,4,11,Power Users
105929,5,43,27594.899999999998,3,4,4,11,Power Users
105930,138,1,274.67,1,1,1,3,Dormant / Churned
105931,5,8,4327.35,3,2,3,8,Regular Users
105934,0,105,53851.61,4,4,4,12,Power Users
105935,110,12,3638.97,1,3,2,6,"At-Risk (was frequent, going quiet)"
105939,143,1,332.77,1,1,1,3,Dormant / Churned
105941,159,2,535.3,1,1,1,3,Dormant / Churned
105943,133,5,4977.49,1,2,3,6,Dormant / Churned
105946,126,6,2114.45,1,2,2,5,Dormant / Churned
105949,18,6,2023.6999999999998,2,2,2,6,Casual / New
105950,0,128,70448.47,4,4,4,12,Power Users
105953,59,25,22696.94,1,3,4,8,"At-Risk (was frequent, going quiet)"
105955,0,115,59995.79,4,4,4,12,Power Users
105957,115,20,7667.72,1,3,3,7,"At-Risk (was frequent, going quiet)"
105958,2,37,25399.06,3,4,4,11,Power Users
105960,117,5,1641.16,1,2,2,5,Dormant / Churned
105961,10,45,24122.07,2,4,4,10,"At-Risk (was frequent, going quiet)"
105963,2,36,15799.22,3,4,4,11,Power Users
105964,14,37,20440.25,2,4,4,10,"At-Risk (was frequent, going quiet)"
105967,6,10,3417.47,3,3,2,8,Regular Users
105969,5,11,9308.02,3,3,3,9,Power Users
105971,0,110,70297.1,4,4,4,12,Power Users
105972,3,97,50464.5,3,4,4,11,Power Users
105974,4,6,4374.32,3,2,3,8,Regular Users
105975,30,34,18010.98,2,4,4,10,"At-Risk (was frequent, going quiet)"
105976,7,39,30871.34,2,4,4,10,"At-Risk (was frequent, going quiet)"
105977,4,42,20631.2,3,4,4,11,Power Users
105980,77,49,39185.88,1,4,4,9,"At-Risk (was frequent, going quiet)"
105984,5,10,3426.79,3,3,2,8,Regular Users
105985,164,1,405.78,1,1,1,3,Dormant / Churned
105987,14,35,17832.920000000002,2,4,4,10,"At-Risk (was frequent, going quiet)"
105989,0,109,55986.83,4,4,4,12,Power Users
105990,17,14,9832.2,2,3,3,8,"At-Risk (was frequent, going quiet)"
105993,9,34,17416.06,2,4,4,10,"At-Risk (was frequent, going quiet)"
105994,137,2,1221.01,1,1,1,3,Dormant / Churned
105995,59,5,3800.32,1,2,2,5,Dormant / Churned
105997,154,1,49.06,1,1,1,3,Dormant / Churned
105998,137,3,629.11,1,1,1,3,Dormant / Churned
106000,2,49,24935.67,3,4,4,11,Power Users
106001,75,11,4559.18,1,3,3,7,"At-Risk (was frequent, going quiet)"
106002,3,53,26755.36,3,4,4,11,Power Users
106004,7,9,5723.47,2,3,3,8,"At-Risk (was frequent, going quiet)"
106005,54,4,5415.53,1,2,3,6,Dormant / Churned
106007,10,8,2310.72,2,2,2,6,Casual / New
106008,130,12,7069.660000000001,1,3,3,7,"At-Risk (was frequent, going quiet)"
106010,3,107,57512.55,3,4,4,11,Power Users
106011,134,2,1139.39,1,1,1,3,Dormant / Churned
106014,144,8,3118.9,1,2,2,5,Dormant / Churned
106016,2,42,28299.23,3,4,4,11,Power Users
106017,7,41,31984.329999999998,2,4,4,10,"At-Risk (was frequent, going quiet)"
106018,14,41,25352.79,2,4,4,10,"At-Risk (was frequent, going quiet)"
106022,0,42,20650.89,4,4,4,12,Power Users
106026,162,2,453.53,1,1,1,3,Dormant / Churned
106029,13,36,27179.57,2,4,4,10,"At-Risk (was frequent, going quiet)"
106030,119,3,1175.54,1,1,1,3,Dormant / Churned
106033,0,6,1780.43,4,2,2,8,Regular Users
106034,37,9,4313.14,1,3,3,7,"At-Risk (was frequent, going quiet)"
106035,37,6,2487.54,1,2,2,5,Dormant / Churned
106037,5,35,17401.47,3,4,4,11,Power Users
106040,4,35,20838.739999999998,3,4,4,11,Power Users
106041,4,31,16579.91,3,4,4,11,Power Users
106042,132,4,1013.99,1,2,1,4,Dormant / Churned
106044,0,106,61047.39,4,4,4,12,Power Users
106046,116,3,3098.62,1,1,2,4,Dormant / Churned
106047,159,1,273.85,1,1,1,3,Dormant / Churned
106048,161,1,191.02,1,1,1,3,Dormant / Churned
106049,2,105,58328.28,3,4,4,11,Power Users
106050,23,37,16910.11,2,4,4,10,"At-Risk (was frequent, going quiet)"
106051,83,25,18104.22,1,3,4,8,"At-Risk (was frequent, going quiet)"
106053,37,3,1750.31,1,1,2,4,Dormant / Churned
106054,87,37,22731.05,1,4,4,9,"At-Risk (was frequent, going quiet)"
106055,7,7,2604.5299999999997,2,2,2,6,Casual / New
106056,12,40,15240.23,2,4,4,10,"At-Risk (was frequent, going quiet)"
106057,138,7,2406.57,1,2,2,5,Dormant / Churned
106059,83,3,904.9300000000001,1,1,1,3,Dormant / Churned
106060,3,28,17497.42,3,4,4,11,Power Users
106062,45,10,4272.27,1,3,2,6,"At-Risk (was frequent, going quiet)"
106063,9,37,21109.24,2,4,4,10,"At-Risk (was frequent, going quiet)"
106066,5,44,22390.23,3,4,4,11,Power Users
106067,1,37,22981.28,4,4,4,12,Power Users
106068,8,41,25901.6,2,4,4,10,"At-Risk (was frequent, going quiet)"
106069,6,43,22520.2,3,4,4,11,Power Users
106070,2,35,18047.38,3,4,4,11,Power Users
106073,138,4,971.38,1,2,1,4,Dormant / Churned
106076,2,38,20902.11,3,4,4,11,Power Users
106081,0,33,27809.06,4,4,4,12,Power Users
106082,7,41,19532.57,2,4,4,10,"At-Risk (was frequent, going quiet)"
106083,0,117,67137.43,4,4,4,12,Power Users
106084,122,3,1208.1399999999999,1,1,1,3,Dormant / Churned
106087,51,8,3455.64,1,2,2,5,Dormant / Churned
106088,46,14,5778.74,1,3,3,7,"At-Risk (was frequent, going quiet)"
106089,38,10,5599.23,1,3,3,7,"At-Risk (was frequent, going quiet)"
106093,142,2,187.67000000000002,1,1,1,3,Dormant / Churned
106094,75,8,6898.11,1,2,3,6,Dormant / Churned
106096,9,105,50225.05,2,4,4,10,"At-Risk (was frequent, going quiet)"
106099,148,7,3866.19,1,2,2,5,Dormant / Churned
106100,23,31,14154.0,2,4,4,10,"At-Risk (was frequent, going quiet)"
106101,17,4,3068.5400000000004,2,2,2,6,Casual / New
106102,1,36,24478.04,4,4,4,12,Power Users
106106,0,93,47604.14,4,4,4,12,Power Users
106109,30,10,4236.01,2,3,2,7,"At-Risk (was frequent, going quiet)"
106110,36,10,4900.5599999999995,1,3,3,7,"At-Risk (was frequent, going quiet)"
106114,129,2,2244.5,1,1,2,4,Dormant / Churned
106118,2,118,62150.06,3,4,4,11,Power Users
106124,9,51,29847.11,2,4,4,10,"At-Risk (was frequent, going quiet)"
106126,5,47,27127.36,3,4,4,11,Power Users
106128,1,44,32407.84,4,4,4,12,Power Users
106130,0,2,597.33,4,1,1,6,Casual / New
106131,67,4,2324.1,1,2,2,5,Dormant / Churned
106132,47,8,1685.94,1,2,2,5,Dormant / Churned
106134,84,3,1445.42,1,1,2,4,Dormant / Churned
106136,5,30,14942.75,3,4,4,11,Power Users
106137,1,34,17720.87,4,4,4,12,Power Users
106139,0,127,66486.33,4,4,4,12,Power Users
106140,83,24,14615.85,1,3,4,8,"At-Risk (was frequent, going quiet)"
106148,139,1,302.43,1,1,1,3,Dormant / Churned
106150,7,9,5698.0,2,3,3,8,"At-Risk (was frequent, going quiet)"
106151,62,18,13253.17,1,3,3,7,"At-Risk (was frequent, going quiet)"
106152,49,11,5314.89,1,3,3,7,"At-Risk (was frequent, going quiet)"
106153,0,30,15370.369999999999,4,4,4,12,Power Users
106154,145,2,761.14,1,1,1,3,Dormant / Churned
106155,0,130,61422.37,4,4,4,12,Power Users
106158,158,1,758.9,1,1,1,3,Dormant / Churned
106159,5,20,11828.84,3,3,3,9,Power Users
106160,1,38,21340.31,4,4,4,12,Power Users
106161,8,7,3428.86,2,2,2,6,Casual / New
106163,84,14,4961.07,1,3,3,7,"At-Risk (was frequent, going quiet)"
106165,133,9,4523.24,1,3,3,7,"At-Risk (was frequent, going quiet)"
106167,1,117,72180.68000000001,4,4,4,12,Power Users
106170,4,25,14184.61,3,3,4,10,Power Users
106172,10,106,61505.49,2,4,4,10,"At-Risk (was frequent, going quiet)"
106173,109,15,6190.81,1,3,3,7,"At-Risk (was frequent, going quiet)"
106174,139,18,8209.88,1,3,3,7,"At-Risk (was frequent, going quiet)"
106177,102,15,5111.26,1,3,3,7,"At-Risk (was frequent, going quiet)"
106179,4,42,24461.43,3,4,4,11,Power Users
106181,58,3,1691.58,1,1,2,4,Dormant / Churned
106184,27,8,4842.74,2,2,3,7,Casual / New
106185,1,89,56685.34,4,4,4,12,Power Users
106186,45,9,2765.6,1,3,2,6,"At-Risk (was frequent, going quiet)"
106187,8,11,10590.7,2,3,3,8,"At-Risk (was frequent, going quiet)"
106191,58,2,1981.3,1,1,2,4,Dormant / Churned
106195,17,36,24850.81,2,4,4,10,"At-Risk (was frequent, going quiet)"
106197,9,37,26212.89,2,4,4,10,"At-Risk (was frequent, going quiet)"
106198,6,26,13059.42,3,4,3,10,Power Users
106200,4,31,14015.08,3,4,4,11,Power Users
106201,5,9,3139.69,3,3,2,8,Regular Users
106203,18,5,3820.95,2,2,2,6,Casual / New
106207,52,8,1519.49,1,2,2,5,Dormant / Churned
106208,10,25,12915.12,2,3,3,8,"At-Risk (was frequent, going quiet)"
106209,9,26,11059.57,2,4,3,9,"At-Risk (was frequent, going quiet)"
106214,2,27,13479.38,3,4,4,11,Power Users
106215,2,95,44950.72,3,4,4,11,Power Users
106216,8,96,52541.1,2,4,4,10,"At-Risk (was frequent, going quiet)"
106217,0,42,28824.78,4,4,4,12,Power Users
106219,9,30,26586.489999999998,2,4,4,10,"At-Risk (was frequent, going quiet)"
106220,0,97,53529.32,4,4,4,12,Power Users
106221,46,26,8593.5,1,4,3,8,"At-Risk (was frequent, going quiet)"
106222,58,6,3205.71,1,2,2,5,Dormant / Churned
106223,12,34,22774.54,2,4,4,10,"At-Risk (was frequent, going quiet)"
106224,113,12,5488.389999999999,1,3,3,7,"At-Risk (was frequent, going quiet)"
106226,119,1,571.42,1,1,1,3,Dormant / Churned
106229,2,6,4277.67,3,2,2,7,Regular Users
106230,27,5,2425.52,2,2,2,6,Casual / New
106233,12,8,1933.05,2,2,2,6,Casual / New
106235,117,4,802.82,1,2,1,4,Dormant / Churned
106239,76,7,4493.12,1,2,3,6,Dormant / Churned
106243,0,39,16562.48,4,4,4,12,Power Users
106246,104,5,1723.11,1,2,2,5,Dormant / Churned
106247,45,4,3578.1499999999996,1,2,2,5,Dormant / Churned
106249,2,69,39579.83,3,4,4,11,Power Users
106251,106,1,385.24,1,1,1,3,Dormant / Churned
106252,97,1,254.87,1,1,1,3,Dormant / Churned
106259,112,2,657.9,1,1,1,3,Dormant / Churned
106262,81,4,1939.27,1,2,2,5,Dormant / Churned
106263,2,10,5289.85,3,3,3,9,Power Users
106265,2,37,17582.19,3,4,4,11,Power Users
106266,106,2,5024.860000000001,1,1,3,5,Dormant / Churned
106269,4,29,14689.29,3,4,4,11,Power Users
106270,5,34,20990.3,3,4,4,11,Power Users
106272,6,14,9388.81,3,3,3,9,Power Users
106275,108,7,3154.2200000000003,1,2,2,5,Dormant / Churned
106276,1,28,20022.07,4,4,4,12,Power Users
106281,97,2,1059.72,1,1,1,3,Dormant / Churned
106282,73,5,3300.4300000000003,1,2,2,5,Dormant / Churned
106283,3,37,22450.26,3,4,4,11,Power Users
106285,7,28,11053.59,2,4,3,9,"At-Risk (was frequent, going quiet)"
106286,0,30,12438.39,4,4,3,11,Power Users
106287,130,1,596.4,1,1,1,3,Dormant / Churned
106288,131,1,252.99,1,1,1,3,Dormant / Churned
106289,93,2,304.53,1,1,1,3,Dormant / Churned
106290,3,23,18228.17,3,3,4,10,Power Users
106293,1,39,21189.8,4,4,4,12,Power Users
106295,4,40,24139.8,3,4,4,11,Power Users
106296,47,5,1355.8899999999999,1,2,2,5,Dormant / Churned
106298,1,86,50960.08,4,4,4,12,Power Users
106299,1,93,56127.47,4,4,4,12,Power Users
106300,59,4,1466.72,1,2,2,5,Dormant / Churned
106305,20,30,16001.24,2,4,4,10,"At-Risk (was frequent, going quiet)"
106308,15,41,21934.92,2,4,4,10,"At-Risk (was frequent, going quiet)"
106310,74,14,7825.64,1,3,3,7,"At-Risk (was frequent, going quiet)"
106314,11,18,9630.63,2,3,3,8,"At-Risk (was frequent, going quiet)"
106316,20,8,4038.56,2,2,2,6,Casual / New
106319,130,1,221.32,1,1,1,3,Dormant / Churned
106321,3,24,14026.43,3,3,4,10,Power Users
106322,131,1,187.71,1,1,1,3,Dormant / Churned
106324,4,34,21639.58,3,4,4,11,Power Users
106325,80,49,33415.83,1,4,4,9,"At-Risk (was frequent, going quiet)"
106327,79,2,876.7,1,1,1,3,Dormant / Churned
106329,117,1,3182.44,1,1,2,4,Dormant / Churned
106331,111,2,1313.58,1,1,2,4,Dormant / Churned
106333,2,25,9864.53,3,3,3,9,Power Users
106334,80,3,1405.92,1,1,2,4,Dormant / Churned
106336,32,6,7022.339999999999,1,2,3,6,Dormant / Churned
106339,54,7,3005.48,1,2,2,5,Dormant / Churned
106341,89,22,19263.99,1,3,4,8,"At-Risk (was frequent, going quiet)"
106346,63,5,1132.93,1,2,1,4,Dormant / Churned
106348,133,1,320.48,1,1,1,3,Dormant / Churned
106351,2,22,15803.91,3,3,4,10,Power Users
106355,0,90,51141.77,4,4,4,12,Power Users
106357,57,8,4404.2300000000005,1,2,3,6,Dormant / Churned
106358,23,34,17370.18,2,4,4,10,"At-Risk (was frequent, going quiet)"
106362,0,66,36660.72,4,4,4,12,Power Users
106363,0,114,55151.97,4,4,4,12,Power Users
106364,91,2,1614.21,1,1,2,4,Dormant / Churned
106366,13,9,5109.5,2,3,3,8,"At-Risk (was frequent, going quiet)"
106368,0,86,73403.56,4,4,4,12,Power Users
106369,112,2,2154.5699999999997,1,1,2,4,Dormant / Churned
106370,36,8,5668.58,1,2,3,6,Dormant / Churned
106372,8,8,2805.44,2,2,2,6,Casual / New
106374,1,85,43882.03,4,4,4,12,Power Users
106375,19,11,6074.75,2,3,3,8,"At-Risk (was frequent, going quiet)"
106377,19,8,3503.06,2,2,2,6,Casual / New
106378,1,77,39247.85,4,4,4,12,Power Users
106379,1,28,20050.54,4,4,4,12,Power Users
106380,25,25,13641.75,2,3,4,9,"At-Risk (was frequent, going quiet)"
106381,0,50,31622.59,4,4,4,12,Power Users
106386,0,36,16324.81,4,4,4,12,Power Users
106387,107,1,979.0,1,1,1,3,Dormant / Churned
106391,5,34,22724.170000000002,3,4,4,11,Power Users
106392,0,107,60436.12,4,4,4,12,Power Users
106393,18,8,4289.59,2,2,3,7,Casual / New
106394,36,8,4057.34,1,2,2,5,Dormant / Churned
106395,1,87,38507.09,4,4,4,12,Power Users
106396,0,87,45466.17,4,4,4,12,Power Users
106399,4,4,3648.8199999999997,3,2,2,7,Regular Users
106400,112,1,283.25,1,1,1,3,Dormant / Churned
106404,84,16,11238.18,1,3,3,7,"At-Risk (was frequent, going quiet)"
106405,1,27,10742.279999999999,4,4,3,11,Power Users
106406,89,4,2736.61,1,2,2,5,Dormant / Churned
106407,111,1,349.61,1,1,1,3,Dormant / Churned
106408,3,8,3448.82,3,2,2,7,Regular Users
106409,139,1,282.66,1,1,1,3,Dormant / Churned
106410,4,74,39291.68,3,4,4,11,Power Users
106413,1,32,16245.57,4,4,4,12,Power Users
106417,66,2,844.26,1,1,1,3,Dormant / Churned
106420,8,3,1668.17,2,1,2,5,Casual / New
106421,0,91,50349.86,4,4,4,12,Power Users
106425,2,73,37589.91,3,4,4,11,Power Users
106426,1,90,54163.31,4,4,4,12,Power Users
106427,30,35,16661.61,2,4,4,10,"At-Risk (was frequent, going quiet)"
106429,4,32,12055.74,3,4,3,10,Power Users
106433,7,4,3931.0199999999995,2,2,2,6,Casual / New
106434,62,9,5408.46,1,3,3,7,"At-Risk (was frequent, going quiet)"
106437,4,31,22492.81,3,4,4,11,Power Users
106440,1,77,44239.85,4,4,4,12,Power Users
106442,2,29,14082.02,3,4,4,11,Power Users
106443,3,30,13843.32,3,4,4,11,Power Users
106444,29,7,1721.39,2,2,2,6,Casual / New
106446,3,22,15981.07,3,3,4,10,Power Users
106447,1,88,49914.22,4,4,4,12,Power Users
106448,0,91,47759.43,4,4,4,12,Power Users
106449,79,5,3905.5699999999997,1,2,2,5,Dormant / Churned
106450,42,8,5041.21,1,2,3,6,Dormant / Churned
106453,110,2,272.49,1,1,1,3,Dormant / Churned
106454,17,12,6674.2699999999995,2,3,3,8,"At-Risk (was frequent, going quiet)"
106455,124,1,820.92,1,1,1,3,Dormant / Churned
106456,76,7,4372.75,1,2,3,6,Dormant / Churned
106459,1,39,18657.54,4,4,4,12,Power Users
106465,17,12,5196.55,2,3,3,8,"At-Risk (was frequent, going quiet)"
106466,24,4,5447.549999999999,2,2,3,7,Casual / New
106469,7,12,6492.36,2,3,3,8,"At-Risk (was frequent, going quiet)"
106472,30,4,810.79,2,2,1,5,Casual / New
106473,3,40,20929.34,3,4,4,11,Power Users
106475,1,80,49087.42,4,4,4,12,Power Users
106477,3,34,17554.54,3,4,4,11,Power Users
106478,76,19,9386.17,1,3,3,7,"At-Risk (was frequent, going quiet)"
106480,97,3,1180.19,1,1,1,3,Dormant / Churned
106485,50,2,374.18,1,1,1,3,Dormant / Churned
106488,0,79,42023.29,4,4,4,12,Power Users
106491,0,86,41928.63,4,4,4,12,Power Users
106492,0,31,14107.109999999999,4,4,4,12,Power Users
106493,2,37,17024.19,3,4,4,11,Power Users
106494,2,24,11911.68,3,3,3,9,Power Users
106496,4,17,11085.76,3,3,3,9,Power Users
106499,58,30,16914.29,1,4,4,9,"At-Risk (was frequent, going quiet)"
106504,1,35,20557.61,4,4,4,12,Power Users
106507,41,7,3735.64,1,2,2,5,Dormant / Churned
106512,129,1,451.78,1,1,1,3,Dormant / Churned
106517,3,31,18287.95,3,4,4,11,Power Users
106518,5,11,4883.03,3,3,3,9,Power Users
106527,94,3,1460.0100000000002,1,1,2,4,Dormant / Churned
106528,87,3,2082.76,1,1,2,4,Dormant / Churned
106529,53,2,212.35,1,1,1,3,Dormant / Churned
106530,2,31,23901.100000000002,3,4,4,11,Power Users
106532,10,22,18583.17,2,3,4,9,"At-Risk (was frequent, going quiet)"
106534,0,82,52434.99,4,4,4,12,Power Users
106536,0,42,28337.63,4,4,4,12,Power Users
106537,2,86,44985.82,3,4,4,11,Power Users
106541,78,2,1489.17,1,1,2,4,Dormant / Churned
106542,115,1,499.97,1,1,1,3,Dormant / Churned
106543,125,3,2321.5699999999997,1,1,2,4,Dormant / Churned
106548,110,1,565.45,1,1,1,3,Dormant / Churned
106551,26,10,3118.81,2,3,2,7,"At-Risk (was frequent, going quiet)"
106554,41,5,3847.12,1,2,2,5,Dormant / Churned
106555,111,1,660.9,1,1,1,3,Dormant / Churned
106561,99,2,1301.13,1,1,2,4,Dormant / Churned
106562,74,7,1196.59,1,2,1,4,Dormant / Churned
106563,0,44,19160.15,4,4,4,12,Power Users
106565,17,8,3259.53,2,2,2,6,Casual / New
106566,125,1,940.98,1,1,1,3,Dormant / Churned
106568,0,40,27614.02,4,4,4,12,Power Users
106571,63,6,2244.97,1,2,2,5,Dormant / Churned
106572,12,8,5970.84,2,2,3,7,Casual / New
106573,5,88,45852.51,3,4,4,11,Power Users
106574,50,4,883.3199999999999,1,2,1,4,Dormant / Churned
106575,12,9,3135.84,2,3,2,7,"At-Risk (was frequent, going quiet)"
106576,0,32,14156.119999999999,4,4,4,12,Power Users
106577,2,7,2671.97,3,2,2,7,Regular Users
106579,7,75,39405.95,2,4,4,10,"At-Risk (was frequent, going quiet)"
106580,16,23,12472.48,2,3,3,8,"At-Risk (was frequent, going quiet)"
106581,6,10,4915.04,3,3,3,9,Power Users
106589,18,3,2186.14,2,1,2,5,Casual / New
106590,65,4,1764.65,1,2,2,5,Dormant / Churned
106591,34,4,1731.04,1,2,2,5,Dormant / Churned
106593,53,5,4111.64,1,2,2,5,Dormant / Churned
106595,131,1,111.58,1,1,1,3,Dormant / Churned
106596,0,44,28715.45,4,4,4,12,Power Users
106598,1,34,21082.15,4,4,4,12,Power Users
106599,0,100,58027.44,4,4,4,12,Power Users
106602,1,72,30799.03,4,4,4,12,Power Users
106604,4,34,22421.52,3,4,4,11,Power Users
106605,2,27,11820.42,3,4,3,10,Power Users
106607,3,10,3884.9700000000003,3,3,2,8,Regular Users
106608,64,7,4012.94,1,2,2,5,Dormant / Churned
106610,18,74,32117.6,2,4,4,10,"At-Risk (was frequent, going quiet)"
106613,116,2,333.76,1,1,1,3,Dormant / Churned
106614,0,31,14593.15,4,4,4,12,Power Users
106615,64,8,4671.2699999999995,1,2,3,6,Dormant / Churned
106616,99,2,634.18,1,1,1,3,Dormant / Churned
106617,27,13,5147.62,2,3,3,8,"At-Risk (was frequent, going quiet)"
106618,0,26,13334.64,4,4,4,12,Power Users
106619,127,1,123.89,1,1,1,3,Dormant / Churned
106620,126,1,89.67,1,1,1,3,Dormant / Churned
106622,3,31,18426.73,3,4,4,11,Power Users
106624,93,13,6077.16,1,3,3,7,"At-Risk (was frequent, going quiet)"
106626,87,6,7895.790000000001,1,2,3,6,Dormant / Churned
106629,9,14,6801.64,2,3,3,8,"At-Risk (was frequent, going quiet)"
106634,3,8,4568.34,3,2,3,8,Regular Users
106636,36,5,2618.85,1,2,2,5,Dormant / Churned
106642,94,2,1430.72,1,1,2,4,Dormant / Churned
106644,14,8,2638.16,2,2,2,6,Casual / New
106645,69,7,4238.65,1,2,2,5,Dormant / Churned
106646,20,12,8529.55,2,3,3,8,"At-Risk (was frequent, going quiet)"
106650,16,6,3145.57,2,2,2,6,Casual / New
106652,25,9,6979.42,2,3,3,8,"At-Risk (was frequent, going quiet)"
106655,1,28,12942.68,4,4,3,11,Power Users
106659,109,1,214.77,1,1,1,3,Dormant / Churned
106660,51,21,13014.26,1,3,3,7,"At-Risk (was frequent, going quiet)"
106661,4,33,12340.96,3,4,3,10,Power Users
106666,6,36,22827.08,3,4,4,11,Power Users
106668,74,5,5596.28,1,2,3,6,Dormant / Churned
106672,3,9,7955.45,3,3,3,9,Power Users
106673,34,6,3444.81,1,2,2,5,Dormant / Churned
106674,0,29,23569.11,4,4,4,12,Power Users
106676,2,111,58721.619999999995,3,4,4,11,Power Users
106677,2,48,21478.09,3,4,4,11,Power Users
106680,79,13,7396.61,1,3,3,7,"At-Risk (was frequent, going quiet)"
106684,110,9,2386.96,1,3,2,6,"At-Risk (was frequent, going quiet)"
106685,2,36,16811.36,3,4,4,11,Power Users
106686,4,93,48680.29,3,4,4,11,Power Users
106687,110,2,1425.93,1,1,2,4,Dormant / Churned
106688,105,1,65.83,1,1,1,3,Dormant / Churned
106689,7,39,27273.64,2,4,4,10,"At-Risk (was frequent, going quiet)"
106690,46,5,5018.05,1,2,3,6,Dormant / Churned
106691,73,5,2496.72,1,2,2,5,Dormant / Churned
106692,1,76,49906.16,4,4,4,12,Power Users
106694,0,85,53555.78,4,4,4,12,Power Users
106695,14,13,5644.65,2,3,3,8,"At-Risk (was frequent, going quiet)"
106700,0,41,27023.36,4,4,4,12,Power Users
106703,3,39,17337.69,3,4,4,11,Power Users
106704,6,13,7275.549999999999,3,3,3,9,Power Users
106705,96,6,5485.259999999999,1,2,3,6,Dormant / Churned
106706,1,34,22499.030000000002,4,4,4,12,Power Users
106707,74,5,1731.68,1,2,2,5,Dormant / Churned
106708,0,79,51510.71,4,4,4,12,Power Users
106710,12,44,27881.61,2,4,4,10,"At-Risk (was frequent, going quiet)"
106713,8,97,42856.3,2,4,4,10,"At-Risk (was frequent, going quiet)"
106715,137,1,326.86,1,1,1,3,Dormant / Churned
106716,6,37,18703.85,3,4,4,11,Power Users
106722,106,1,228.37,1,1,1,3,Dormant / Churned
106726,2,95,49147.9,3,4,4,11,Power Users
